Results from the 1st iteration     date:15/05/22
------------------------------------------------------------------------
Parameters of the run are : 
m=0.093 mu=19 lambda=0.72 lambdaQCD=0.234 gamma=0.48 eta=1.8

Parameters for the integartions are : 
nCheby=50 nLeg=1000 pMin=0.001 pMax=1000.0
 
Degree of convergence : 19.465518561548958
 
Current value for Z2 : 0.9845313538461612

Graph for A(p) and M(p) :
p                         A(p)                      M(p)                     
0.0010000000000000002     1.0974661646693167        0.6080576009515022       
0.0013182567385564082     1.0974700556885522        0.6080552749658168       
0.001737800828749375      1.0974768174609537        0.6080512329251871       
0.0022908676527677737     1.0974885679380604        0.6080442088444558       
0.0030199517204020166     1.097508987508059         0.6080320029407014       
0.003981071705534972      1.0975444713870444        0.6080107931715555       
0.005248074602497728      1.097606131473285         0.6079739398325664       
0.006918309709189366      1.0977132728638714        0.6079099112106893       
0.009120108393559105      1.0978994283648809        0.6077986879180588       
0.012022644346174125      1.098222824219764         0.6076055418582066       
0.01584893192461114       1.0987845040096138        0.6072703081034593       
0.020892961308540386      1.099759633416836         0.6066889899541127       
0.02754228703338166       1.1014513282881908        0.6056825338804855       
0.03630780547701015       1.1043824822638637        0.603944762960712        
0.047863009232263866      1.1094502485963118        0.6009583084864646       
0.06309573444801932       1.1181794982931141        0.5958667951946793       
0.08317637711026711       1.1331197420734607        0.5873027429415162       
0.10964781961431853       1.1584110220232744        0.5732161276190637       
0.1445439770745927        1.200425128741386         0.5508644797806224       
0.19054607179632477       1.2679812370730086        0.5173102362437234       
0.2511886431509581        1.370581851819849         0.47080123332488893      
0.33113112148259105       1.5112553412251724        0.41271027163289614      
0.436515832240166         1.6702661259787952        0.34830594235653084      
0.5754399373371571        1.7873086051863014        0.2849248608785344       
0.7585775750291835        1.7817448895223937        0.2295867487621145       
1.0                       1.6399902675466198        0.18818468498582097      
1.3182567385564075        1.4503178948134652        0.16201844777610894      
1.7378008287493762        1.2931104633549697        0.14568442607831447      
2.2908676527677745        1.185099536562685         0.13413330058682488      
3.0199517204020143        1.115874085499755         0.12521983202810044      
3.981071705534971         1.0725611137902875        0.11804822164972997      
5.2480746024977245        1.0455332005507465        0.11211733006667313      
6.918309709189367         1.0286387140308635        0.10712570259375777      
9.120108393559098         1.0178541948436732        0.10291648409082828      
12.022644346174138        1.0086160137342313        0.09890051387836113      
15.848931924611122        1.0021568111188528        0.09514186633675613      
20.892961308540382        0.9993116881817122        0.09197197718016725      
27.54228703338165         0.9974346122664285        0.08909443162980102      
36.30780547701014         0.9957827235085869        0.08638432476011595      
47.863009232263856        0.9943179231795783        0.08382254235208877      
63.095734448019364        0.9930150868854549        0.08139454836471074      
83.17637711026705         0.9918486781203039        0.07908707103078183      
109.64781961431841        0.990797793903963         0.07688859087008196      
144.54397707459273        0.9898456008281932        0.0747890997714587       
190.54607179632464        0.9889783244298621        0.07277978620771582      
251.18864315095806        0.9881844695644572        0.07085274157241539      
331.1311214825911         0.9874541696854385        0.06900064120738056      
436.5158322401654         0.9867785299259794        0.06721630638098762      
575.4399373371566         0.9861486853225226        0.06549189840505815      
758.5775750291831         0.9855535094614217        0.06381678035760079      
999.9999999999998         0.984987153139845         0.06216675269826934      
