Results from the 29th iteration     date:17/05/22
------------------------------------------------------------------------
Parameters of the run are : 
m=1e-06 mu=19 lambda=0.72 lambdaQCD=0.234 gamma=0.48 eta=1.8

Parameters for the integartions are : 
nCheby=50 nLeg=1000 pMin=0.001 pMax=1000.0
 
Degree of convergence : 0.007179028921771712
 
Current value for Z2 : 0.9849070687084571

Graph for A(p) and M(p) :
p                         A(p)                      M(p)                     
0.0010000000000000002     1.5506243756079012        0.4754343584297147       
0.0013182567385564082     1.5506245047417844        0.47543382681324226      
0.001737800828749375      1.5506247291487012        0.4754329029715719       
0.0022908676527677737     1.5506251191180997        0.47543129752412144      
0.0030199517204020166     1.5506257967897967        0.47542850759299016      
0.003981071705534972      1.5506269743962848        0.4754236592988458       
0.005248074602497728      1.5506290206854194        0.4754152340815674       
0.006918309709189366      1.550632576255978         0.4754005931919693       
0.009120108393559105      1.5506387537024173        0.47537515163104455      
0.012022644346174125      1.5506494845654626        0.4753309434598813       
0.01584893192461114       1.5506681196590828        0.47525413112808235      
0.020892961308540386      1.5507004644678888        0.4751206848272087       
0.02754228703338166       1.5507565547779045        0.47488889712487464      
0.03630780547701015       1.5508536710169276        0.47448644435917775      
0.047863009232263866      1.5510213619806283        0.4737881108697386       
0.06309573444801932       1.5513095316213066        0.4725777047647508       
0.08317637711026711       1.5518005732599403        0.47048374458627906      
0.10964781961431853       1.552624786837606         0.46687322334750325      
0.1445439770745927        1.5539706993853495        0.46068308526411966      
0.19054607179632477       1.55605658125356          0.4501729831418998       
0.2511886431509581        1.558957421220236         0.43261909716350755      
0.33113112148259105       1.5620115326665924        0.4040909327461167       
0.436515832240166         1.5622654214086953        0.3597391445176124       
0.5754399373371571        1.551578359365552         0.2954706149935063       
0.7585775750291835        1.514801154129602         0.21215133321794633      
1.0                       1.4385250945388381        0.12224338607206982      
1.3182567385564075        1.333653724323505         0.051182875572259715     
1.7378008287493762        1.2334949226067986        0.016070654749817618     
2.2908676527677745        1.1566374438626643        0.005523244004451473     
3.0199517204020143        1.1026142145987414        0.0025578458274677796    
3.981071705534971         1.0663033202955503        0.0012978532108008092    
5.2480746024977245        1.0424749333082937        0.0006686975364362123    
6.918309709189367         1.0270738570690072        0.0003407211205727731    
9.120108393559098         1.0170281548679945        0.00016622209723412494   
12.022644346174138        1.0082766368715326        7.184376276616419e-05    
15.848931924611122        1.0020808001776853        2.090912696204757e-05    
20.892961308540382        0.9993354660422493        -6.4655149388846615e-06  
27.54228703338165         0.997517930403315         -2.1113332607090025e-05  
36.30780547701014         0.9959141219494096        -2.8781346564878775e-05  
47.863009232263856        0.9944891103542683        -3.261626599374491e-05   
63.095734448019364        0.9932195804906869        -3.435319601642332e-05   
83.17637711026705         0.9920813750419866        -3.494995777342782e-05   
109.64781961431841        0.9910546124177715        -3.4935575892277344e-05  
144.54397707459273        0.9901232288695294        -3.4601931147511265e-05  
190.54607179632464        0.9892740441885879        -3.410952998670791e-05   
251.18864315095806        0.9884960309641826        -3.3546013710789814e-05  
331.1311214825911         0.987779698560747         -3.2958572452331684e-05  
436.5158322401654         0.9871164631243672        -3.237187822849103e-05   
575.4399373371566         0.9864977320631048        -3.179789054630363e-05   
758.5775750291831         0.9859126551319095        -3.124080032074395e-05   
999.9999999999998         0.9853555505119187        -3.069660911685331e-05   
