Results from the 22nd iteration     date:17/05/22
------------------------------------------------------------------------
Parameters of the run are : 
m=1e-06 mu=19 lambda=0.72 lambdaQCD=0.234 gamma=0.48 eta=1.8

Parameters for the integartions are : 
nCheby=50 nLeg=1000 pMin=0.001 pMax=1000.0
 
Degree of convergence : 0.10066755884063334
 
Current value for Z2 : 0.9849070679502042

Graph for A(p) and M(p) :
p                         A(p)                      M(p)                     
0.0010000000000000002     1.545694666731937         0.47190366824190755      
0.0013182567385564082     1.5456948184236452        0.47190313124404265      
0.001737800828749375      1.545695082031913         0.4719021980505011       
0.0022908676527677737     1.5456955401241375        0.47190057635180044      
0.0030199517204020166     1.5456963361782754        0.4718977581798335       
0.003981071705534972      1.5456977195053896        0.47189286081052234      
0.005248074602497728      1.5457001232811964        0.4718843503161558       
0.006918309709189366      1.5457043000475812        0.47186956124944673      
0.009120108393559105      1.5457115568744122        0.47184386223866853      
0.012022644346174125      1.5457241630795449        0.47179920682952925      
0.01584893192461114       1.5457460559186325        0.47172161776583155      
0.020892961308540386      1.5457840583406515        0.47158682310400146      
0.02754228703338166       1.5458499692919068        0.47135269657503126      
0.03630780547701015       1.5459641181821318        0.47094619251946573      
0.047863009232263866      1.5461613070709916        0.47024085817335426      
0.06309573444801932       1.546500433189395         0.4690184043688277       
0.08317637711026711       1.547079112475124         0.46690386094276914      
0.10964781961431853       1.5480528954583739        0.4632586148427315       
0.1445439770745927        1.5496506718058973        0.4570111748411932       
0.19054607179632477       1.5521508187120778        0.4464101285596729       
0.2511886431509581        1.5557053809766905        0.4287216459317168       
0.33113112148259105       1.5597175799328524        0.40001873988472336      
0.436515832240166         1.5611981484693207        0.3554959582964143       
0.5754399373371571        1.5517194111636012        0.2911788200582283       
0.7585775750291835        1.5155791251785655        0.20813475450389338      
1.0                       1.4390972883274973        0.11904128277008477      
1.3182567385564075        1.3337893994601522        0.04928202361974552      
1.7378008287493762        1.233501670245151         0.015306802681108645     
2.2908676527677745        1.1566378612221884        0.005268440413382381     
3.0199517204020143        1.102614324903163         0.0024516884920008936    
3.981071705534971         1.0663033454296915        0.0012455231821559584    
5.2480746024977245        1.0424749405794886        0.0006419671612711339    
6.918309709189367         1.0270738583539545        0.00032712682161170755   
9.120108393559098         1.0170281547005235        0.00015959642427725335   
12.022644346174138        1.0082766362610516        6.900412321177565e-05    
15.848931924611122        1.0020807994510958        2.0113401473097705e-05   
20.892961308540382        0.9993354652820509        -6.165830474017529e-06   
27.54228703338165         0.9975179296347779        -2.0230692757641543e-05  
36.30780547701014         0.9959141211796033        -2.759922896686157e-05   
47.863009232263856        0.9944891095852225        -3.129137213608966e-05   
63.095734448019364        0.9932195797228437        -3.297146847350756e-05   
83.17637711026705         0.9920813742753906        -3.3557882653103626e-05  
109.64781961431841        0.9910546116523474        -3.355767750341881e-05   
144.54397707459273        0.9901232281051845        -3.325055958440601e-05   
190.54607179632464        0.9892740434252317        -3.27903389767191e-05    
251.18864315095806        0.9884960302017342        -3.22610242404009e-05    
331.1311214825911         0.987779697799135         -3.170788429461205e-05   
436.5158322401654         0.9871164623635303        -3.115462664661486e-05   
575.4399373371566         0.9864977313029911        -3.061278865513875e-05   
758.5775750291831         0.98591265437248          -3.008647683036356e-05   
999.9999999999998         0.9853555497531409        -2.9571994300390197e-05  
